name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,"mean(d,e,v)",mood_final
Toxic,Rattlesnake!,A Static Lullaby,34ccBqL3xNaCzPxr0UqoEw,9/9/2008,0.5568181818181818,0.3862855511378872,0.555,3.01e-05,0.98,4.38e-05,0.0661,0.37,0.1442953020134228,0.154,0.6561367286074788,0.7272727272727273,0.8,Happy,0.635,0
Transatlanticism,Transatlanticism,Death Cab for Cutie,3PJikMV2xGNCooQttQrAw5,10/15/2003,0.0,0.9165079971371966,0.443,0.393,0.466,0.647,0.165,0.19,0.2191679756294921,0.0302,0.584964441385639,0.8181818181818182,0.8,Sad,0.366333333,1
Trastevere,Universo en Miniatura Vol. 1,Sebastián Escofet,3rRL23xxAPJ75K3wGBKZIO,7/5/2019,0.5909090909090909,0.3233443871497937,0.42,0.886,0.272,0.834,0.0841,0.38,0.35325336760436005,0.0423,0.8260197292957101,0.36363636363636365,0.6,Sad,0.357333333,1
Trees - Solo Piano,Trees,Patrick Hamilton,2SDxYHBST2s6dGodsgnNbM,6/26/2020,0.3522727272727273,0.3373825411431537,0.282,0.957,0.0717,0.919,0.0996,0.206,0.6144033509448331,0.053,0.7484652443220922,0.45454545454545453,0.8,Sad,0.186566667,2
Trying My Best,Trying My Best,Anson Seabra,06qUEhhx6jKQmhj2qAkn4H,12/13/2019,0.7727272727272727,0.429163941794808,0.561,0.95,0.0587,0.0,0.0828,0.342,0.4240801561235661,0.0762,0.6562376691901812,0.45454545454545453,0.2,Sad,0.320566667,2
Tu Vois,Tu Vois,Bram de Looze,5ewE85NIsYxn02MhetYKqs,1/3/2020,0.0,0.956608465332878,0.351,0.995,0.0077,0.919,0.0803,0.0728,0.5514303393783617,0.0543,0.3475200734113329,0.8181818181818182,0.8,Sad,0.143833333,2
Tubthumping,Tubthumper,Chumbawamba,6dL46HEj2hzaSach8EFyCi,1997,0.0,0.5386584563625034,0.319,0.118,0.881,0.0,0.364,0.625,0.1724023037745728,0.14,0.9494884147740308,0.18181818181818182,0.8,Happy,0.608333333,0
Tuesday,Tuesday,Annelie,2GuchYit1FmdtXTxl6SbUE,4/3/2020,0.5340909090909091,0.3690257787346177,0.323,0.99,0.0214,0.902,0.0891,0.0703,0.7217859012804037,0.0384,0.47732507455838497,0.36363636363636365,0.8,Sad,0.138233333,2
Twist And Shout - Remastered 2009,Please Please Me (Remastered),The Beatles,5ZBeML7Lf3FMEVviTyvi8l,3/22/1963,0.8409090909090909,0.2994484666446748,0.482,0.641,0.849,7.74e-06,0.0414,0.937,0.218906183064401,0.0452,0.5718329892177105,0.18181818181818182,0.8,Happy,0.756,3
Two Princes,Pocket Full Of Kryptonite,Spin Doctors,4ePP9So5xRzspjLFVVbj90,8/27/1991,0.8181818181818182,0.4952669216953815,0.543,0.00162,0.912,2.1e-06,0.0565,0.836,0.25489076110238473,0.0601,0.47593943565037855,0.6363636363636364,0.8,Happy,0.763666667,3
UFOF,UFOF,Big Thief,0DZfBeJhOPyjhqoaTkE3kZ,2/26/2019,0.0,0.36346993381213916,0.623,0.638,0.613,0.572,0.143,0.745,0.21992955400066638,0.0309,0.675237439779766,0.9090909090909091,0.8,Happy,0.660333333,3
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,1/1/2003,0.4659090909090909,0.3120012037663999,0.414,7.12e-06,0.988,0.44,0.0709,0.489,0.08812889713932123,0.0786,0.8487955953200276,0.7272727272727273,0.8,Happy,0.630333333,0
Understudy,Understudy,Josie Mehlin,0Y41ZfnVaNRQp9dQiagwbC,9/14/2019,0.5795454545454546,0.3161333634274933,0.494,0.983,0.263,0.92,0.0746,0.105,0.40025703270027135,0.0325,0.7335398027070429,0.0,0.8,Sad,0.287333333,2
Underwater - Tinlicker Remix,Underwater (Tinlicker Remix),Gabriel & Dresden,7ku9ctunOcfqWP6z04QTRY,5/1/2018,0.6022727272727273,0.46278259091426444,0.627,0.0607,0.857,0.835,0.132,0.124,0.19641582179066114,0.0402,0.5596512961688461,0.6363636363636364,0.8,Happy,0.536,0
Unintended,Showbiz,Muse,6kyxQuFD38mo4S3urD2Wkw,1999,0.6931818181818182,0.4572498953456295,0.487,0.647,0.279,0.00185,0.11,0.162,0.27573896901328004,0.0265,0.6394218857536133,0.5454545454545454,0.8,Sad,0.309333333,2
United,United,Armin van Buuren,27BMhzmPptTnpra962NgQh,8/31/2018,0.375,0.4193717651189395,0.643,0.0565,0.957,0.841,0.0763,0.281,0.119615402922557,0.0892,0.6335076852489103,0.09090909090909091,0.8,Happy,0.627,0
Universe,Universe,Noah Vanden Abeele,0VrJzyZPEkz3VliJoU3w6A,10/12/2018,0.2840909090909091,0.48418223942990857,0.623,0.994,0.134,0.935,0.192,0.171,0.4510685896520539,0.0478,0.2870474879559532,0.45454545454545453,0.8,Sad,0.309333333,2
Unmade,Unmade,Thom Yorke,4rXDPFpzMyUIdEpNWiwzYV,10/25/2018,0.0,0.5159489402418722,0.186,0.974,0.3,0.924,0.0672,0.0877,0.2889475938883336,0.0368,0.44305115852259697,0.8181818181818182,0.6,Sad,0.191233333,2
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,7dx3zyB8aQHd2LQm0u1lwS,4/24/2006,0.0,0.3521267504287453,0.549,0.000785,0.876,0.0,0.288,0.741,0.08541577419201295,0.0404,0.6723973388391834,0.5454545454545454,0.6,Happy,0.722,3
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,9/10/2009,0.8522727272727273,0.5880707521417975,0.602,0.000202,0.905,0.064,0.117,0.411,0.09629206530534533,0.0775,0.5873778389538885,0.18181818181818182,0.8,Happy,0.639333333,0
Used to Be,Used to Be,Jurrivh,0p44zFo2S1c50vmx0B7mPF,6/20/2020,0.4318181818181818,0.512451458698659,0.201,0.989,0.0394,0.839,0.0881,0.0754,0.5187776667142653,0.0334,0.33834365680201883,0.9090909090909091,0.8,Sad,0.105266667,2
Vagabond,Vagabond,Steve Gunn,5gDZbPycrRPF5mC4voMg89,1/8/2019,0.22727272727272727,0.5825149072193189,0.545,0.0888,0.788,0.0258,0.0765,0.647,0.09443571802560807,0.0281,0.5961091993576508,1.0,0.8,Happy,0.66,3
Vague,Envision,Amaranth Cove,3IOXceWmoCrTyl5TXFDzWu,1/3/2020,0.6704545454545454,0.275863133303625,0.32,0.881,0.253,0.935,0.121,0.125,0.42465133990194676,0.0356,0.6424822206928195,0.9090909090909091,0.8,Sad,0.232666667,2
Valse Lente,Valse Lente,Wilson Trouvé,6eTQcsb7NrdgPIZAHchT9k,5/1/2020,0.3522727272727273,0.28127815299022135,0.366,0.996,0.0518,0.909,0.179,0.39,0.6402256175924603,0.0402,0.8386051846753844,0.2727272727272727,0.6,Sad,0.269266667,2
Vamos,Vamos,Dimitri Vangelis & Wyman,0i6KOje3rNRSNPw0vy803g,2/2/2018,0.4772727272727273,0.34962662021362995,0.52,0.00209,0.975,0.213,0.148,0.254,0.08710552620305584,0.0839,0.5873686625372792,0.18181818181818182,0.8,Happy,0.583,0
Venom,Venom,Dave202,4EvAP7MWnjDMkADXXEuF5t,7/13/2018,0.4772727272727273,0.3752124435493361,0.357,0.159,0.851,0.866,0.146,0.241,0.14524727497739062,0.0534,0.5965267263133747,0.18181818181818182,0.8,Happy,0.483,1
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,1/1/2012,0.7727272727272727,0.5439326508132175,0.236,0.811,0.249,1e-06,0.087,0.181,0.22835451473178162,0.0348,0.3342372103693508,0.5454545454545454,1.0,Sad,0.222,2
Video Killed The Radio Star,The Age Of Plastic,The Buggles,7o7E1nrHWncYY7PY94gCiX,1/10/1980,0.8068181818181818,0.4876276349269734,0.68,0.103,0.678,0.00828,0.204,0.251,0.2748345946975106,0.0754,0.6018123422803395,0.09090909090909091,0.8,Happy,0.536333333,0
Virtual Insanity - Remastered,High Times - The Singles 1992 - 2006,Jamiroquai,0dCr3qIupWh36ilLjRHi4P,11/6/2006,0.0,0.4404801175987175,0.651,0.13,0.946,0.0,0.148,0.508,0.11226141177590555,0.101,0.4217068134893324,0.5454545454545454,0.8,Happy,0.701666667,3
Viva La Vida,Viva La Vida (Prospekt's March Edition),Coldplay,5S6pYZD8WH3OQapDHTDM9M,11/24/2008,0.6363636363636364,0.4675648615958007,0.485,0.0941,0.619,3.31e-06,0.109,0.416,0.16933219096577656,0.0289,0.6332507455838495,0.45454545454545453,0.8,Happy,0.506666667,0
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,3/12/2010,0.6136363636363636,0.37031249698576124,0.589,0.000116,0.983,0.00211,0.0628,0.469,0.05999809605407206,0.121,0.5047350309704061,0.9090909090909091,0.8,Happy,0.680333333,3
Wait For Me,Wanderlust,Steve Brian,6laq4MxNrh2ZKZGLhB7G0V,12/7/2018,0.5909090909090909,0.4188914160266835,0.465,0.00987,0.739,1.88e-06,0.373,0.0652,0.1853015374363368,0.0648,0.578086717136958,0.9090909090909091,0.8,Sad,0.423066667,1
Waiting,Skisser,Alice Boman,7eClkLWbrr3TorYedzaDkI,5/22/2013,0.0,0.3555740750386305,0.236,0.975,0.33,0.126,0.116,0.0827,0.24001618354038748,0.0325,0.3970910759348475,0.7272727272727273,0.8,Sad,0.216233333,2
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,10/19/2018,0.6363636363636364,0.47746313947678604,0.507,0.00731,0.887,0.0,0.562,0.336,0.09719643962111475,0.141,0.5873594861206698,0.45454545454545453,0.8,Happy,0.576666667,0
Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,9/11/2006,0.8409090909090909,0.3880854133992318,0.577,0.159,0.756,0.000232,0.249,0.663,0.1385120662573183,0.115,0.8109658178481304,0.18181818181818182,0.8,Happy,0.665333333,3
Waiting like the Storm,Nocturne in Green,Rand Aldo,1CIIzFfELXMwLyKaGdpTul,12/6/2019,0.5909090909090909,0.49698769033109363,0.162,0.946,0.0564,0.889,0.101,0.0361,0.4925508115569518,0.0341,0.27533838036246844,0.45454545454545453,0.8,Sad,0.084833333,2
War,Rivals,Kensington,3h1in20DlO5KaSP1vLED90,8/8/2014,0.0,0.3407816379325312,0.641,0.079,0.806,0.00158,0.0708,0.721,0.14948355466704744,0.0323,0.5780545996788254,0.7272727272727273,0.8,Happy,0.722666667,3
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,6AKWOVOJ81OQfsgxZbJ6QN,9/4/2015,0.7159090909090909,0.43386904796353204,0.485,2.08e-05,0.987,0.0,0.267,0.272,0.07377790470750631,0.0738,0.5669924294562974,0.36363636363636365,0.8,Happy,0.581333333,0
Watching Clouds Disappear,Watching Clouds Disappear,Florejan,18HZyQSQdmtxv5i9YSHJTw,5/15/2020,0.3977272727272727,0.2755949866216026,0.495,0.99,0.0191,0.902,0.113,0.243,0.6263268123185302,0.0362,0.5176141316815783,0.45454545454545453,0.8,Sad,0.252366667,2
Water Colors,Water Colors,Star Slide,7rpGOF9MwCP2Oaz9yDO452,9/18/2019,0.5681818181818182,0.35125093320832684,0.465,0.633,0.12,0.937,0.085,0.0659,0.4599933361892522,0.0386,0.33044735030970407,0.6363636363636364,0.8,Sad,0.216966667,2
Water Lillies,Water Lillies,A Teardrop In The Lake,1sVIrkPZob1Ul6aIqy8n8z,3/27/2020,0.5568181818181818,0.4398377230295559,0.234,0.848,0.226,0.942,0.111,0.0388,0.38057499167023656,0.0368,0.6419866941959165,0.0,1.0,Sad,0.166266667,2
Watersong,Wings Of Joy (Expanded Edition),Cranes,60kgQtJNMGRaFfzwy18XUY,1991,0.3977272727272727,0.4466011925775455,0.656,0.809,0.102,0.788,0.0874,0.595,0.48400685420534056,0.0373,0.5431199816471668,0.36363636363636365,0.6,Happy,0.451,1
Wave of Mutilation,Wave of Mutilation,Beacon,1BEljQOZPNNjsC3nfIAHxS,1/10/2020,0.3522727272727273,0.28866279686634916,0.481,0.842,0.229,0.00205,0.105,0.0525,0.32129087533914036,0.0342,0.42217939894471207,0.5454545454545454,0.8,Sad,0.254166667,2
We Are Your Friends - Justice Vs Simian,We Are Your Friends,Simian,49ErwcBYfYRPNBdRuPvpYA,1/1/2006,0.7045454545454546,0.5069187631300242,0.615,0.0104,0.97,0.384,0.178,0.507,-0.03193869294112047,0.119,0.5643175040146823,0.8181818181818182,0.8,Happy,0.697333333,3
We Wait,For Their Love,Other Lives,3QeaXGKRvt8cfHdrfdk5pL,4/24/2020,0.4431818181818182,0.4276110059744624,0.387,0.654,0.577,0.127,0.163,0.447,0.19655861773525632,0.0353,0.6838632713925212,0.09090909090909091,0.8,Happy,0.470333333,1
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,1/15/2005,0.7272727272727273,0.723365221568253,0.442,0.00648,0.951,1.12e-06,0.0887,0.158,0.1254224380027607,0.11,0.7066024317504015,1.0,0.8,Happy,0.517,0
"Welcome Home, Son",Ghost,Radical Face,13PUJCvdTSCT1dn70tlGdm,3/2/2007,0.0,0.5504144698894425,0.601,0.743,0.537,0.732,0.143,0.394,0.225236803274787,0.0296,0.6652626749254417,0.5454545454545454,0.6,Happy,0.510666667,0
What I Like About You,What I Like About You (And Other Romantic Hits),The Romantics,6NdcSEhpGGAYXNnnhGS2s6,1990,0.7727272727272727,0.33836638868150926,0.542,0.319,0.915,5.34e-05,0.171,0.92,0.22935408634394783,0.0549,0.7332415691672403,0.8181818181818182,0.8,Happy,0.792333333,3
What Should Have Been,What Should Have Been,Ron Verboom,0joCizO7Hg4JxL3o9mRAKA,3/6/2020,0.3409090909090909,0.2935280193991585,0.322,0.994,0.149,0.92,0.122,0.0655,0.4271502689323623,0.0515,0.5262445515026383,0.18181818181818182,0.8,Sad,0.178833333,2
What You Love You Must Love Now,Everywhere And Right Here,The Six Parts Seven,3L0fPX8biELkH57fF3Exkd,8/16/2004,0.6704545454545454,0.6214829861894813,0.256,0.367,0.456,0.881,0.119,0.0682,0.25857965633776003,0.0306,0.3228125716907548,0.36363636363636365,0.8,Sad,0.260066667,2
What's Good,What's Good,Fenne Lily,6OBl3esnGuz8PllwDWinWS,3/17/2017,0.5568181818181818,0.41837634290366205,0.542,0.935,0.0957,6.4e-06,0.182,0.259,0.3455185872721215,0.0404,0.6182105987611838,0.7272727272727273,0.8,Sad,0.2989,2
When The World Stood Still,When The World Stood Still,Florejan Verschueren,0w9rKPt8242huJZKFA1zGX,7/10/2020,0.3977272727272727,0.4192714512522836,0.461,0.989,0.0167,0.848,0.11,0.259,0.5260602598886192,0.0509,0.33847212663454923,0.8181818181818182,0.6,Sad,0.245566667,2
When They Come,When They Come,Threading Hair,100jBpD7nuiMriR7ErXQ9S,9/16/2019,0.6477272727272727,0.5054275589199283,0.501,0.922,0.378,0.825,0.115,0.193,0.3560140891998667,0.0269,0.4956824959853178,0.5454545454545454,0.8,Sad,0.357333333,1
When You Left,When You Left,Rouge Haven,1uu52K2fxY7Hl4LQ8AtTyY,4/21/2020,0.5909090909090909,0.3418850904657457,0.56,0.984,0.0853,0.918,0.108,0.113,0.37883764101099526,0.0324,0.4434319798118835,0.45454545454545453,0.8,Sad,0.252766667,2
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,4pODZqgdj6Iwci7jruY5xf,8/10/2018,0.1590909090909091,0.6491098108890703,0.651,0.333,0.848,0.763,0.101,0.154,0.21278975677090772,0.0458,0.5504794677678367,0.9090909090909091,0.8,Happy,0.551,0
While the Rest of the World Sleeps,While the Rest of the World Sleeps,Josh Kramer,4Hi0t9QQODb9k3aSM8SFb6,1/31/2020,0.3977272727272727,0.44724744537234773,0.423,0.988,0.0442,0.947,0.108,0.182,0.5018801466038365,0.0378,0.3368066070199587,1.0,0.8,Sad,0.2164,2
Whiskey In The Jar,"Garage, Inc.",Metallica,77gY3WsOnEsq9JOWgBmdLj,11/24/1998,0.0,0.5881729951212736,0.511,5.36e-06,0.972,0.00101,0.19,0.532,0.08927126469608263,0.0413,0.6100940582702455,0.9090909090909091,0.8,Happy,0.671666667,3
White Lies,We Sound Electric,Stacy Crowne,0BvlCuNiWLE78NiZCiUxM7,10/4/2019,0.20454545454545456,0.40193644344902224,0.336,0.00797,0.88,0.0,0.445,0.485,0.13506116426293494,0.0739,0.7111906400550585,0.5454545454545454,0.8,Happy,0.567,0
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,1FoMWISq2KNqKappkrG5Yo,3/16/2018,0.5,0.4051136922640647,0.656,0.00428,0.896,0.000137,0.192,0.506,0.1061687848065115,0.0936,0.5874099564120212,0.8181818181818182,0.8,Happy,0.686,3
White Sparks,White Sparks,Wilson Trouvé,7LF1XX9NNuvFtrRliJSEoh,12/13/2019,0.3409090909090909,0.24461343472750316,0.574,0.989,0.0835,0.935,0.117,0.265,0.5417440144699891,0.0413,0.4864739619178711,0.9090909090909091,0.8,Sad,0.3075,2
Whitehaven,Whitehaven,Martèn LeGrand,2WuNoTD5hLhu1yVgMarTFq,7/31/2020,0.3181818181818182,0.4224757076468103,0.498,0.983,0.18,0.928,0.0924,0.038,0.47167880432195725,0.0426,0.3551594402385868,0.36363636363636365,0.6,Sad,0.238666667,2
Why Can't We Be Friends?,Why Can't We Be Friends?,War,413T0g8pNNXYX6t5RqHvx7,1/1/1975,0.6590909090909091,0.44382327011630623,0.776,0.19,0.714,0.0,0.506,0.962,0.21524108715312487,0.0388,0.4241706813489332,0.9090909090909091,0.8,Happy,0.817333333,3
Wild Trails,Wild Trails,Epi-Soothe,2urxHALnoeVxG82o57q0ny,8/27/2019,0.5909090909090909,0.4215130803494781,0.213,0.742,0.233,0.881,0.149,0.0378,0.34144890285115903,0.0289,0.43560449644413857,0.36363636363636365,0.6,Sad,0.161266667,2
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,10/19/2018,0.3977272727272727,0.42093241739056625,0.526,0.00138,0.867,0.00064,0.0975,0.12,0.10309867199771526,0.0659,0.6061298462950218,0.45454545454545453,0.8,Happy,0.504333333,0
Willet,Swan,Dust Follows,6UesrqZXshkMjY07kVnlkU,3/27/2020,0.5454545454545454,0.34648795365499363,0.425,0.967,0.168,0.818,0.16,0.0376,0.33471369413108665,0.0322,0.41328745125028676,0.0,0.8,Sad,0.2102,2
Winter Scenery,Winter Scenery,Wilson Trouvé,2F4iGuSSSRWpYCeWN4SoRr,2/21/2020,0.32954545454545453,0.3304242312003133,0.79,0.993,0.179,0.965,0.102,0.562,0.6052168118425436,0.0853,0.37161275521908693,1.0,0.8,Happy,0.510333333,0
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,4/10/2020,0.7954545454545454,0.271177318263104,0.732,0.747,0.304,6.13e-05,0.143,0.185,0.3114379551620734,0.111,0.6421885753613215,0.0,0.8,Sad,0.407,1
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,9/12/1975,0.0,0.64575701280738,0.481,0.735,0.262,0.0114,0.832,0.375,0.37436336808034654,0.0414,0.56381280110117,0.6363636363636364,0.8,Sad,0.372666667,1
Wished,Wished,Sorry,4wIBISN9EpHsQI90SbLhad,11/11/2017,0.3181818181818182,0.3724615286675811,0.445,0.332,0.536,0.0645,0.0576,0.486,0.18206482935884621,0.0261,0.789860059646708,0.6363636363636364,0.8,Happy,0.489,1
Without,Inertia,The Exies,4qguRyO5RJexa48AuRwkLZ,1/1/2003,0.2159090909090909,0.404932355658956,0.523,0.000357,0.95,0.0,0.0944,0.479,0.1050740158979485,0.0467,0.45529249827942186,0.5454545454545454,0.8,Happy,0.650666667,3
Wolkendans,Soms Alleen,Doeke,3BuuxHhwQ4AQvDA9dzvSry,7/10/2020,0.36363636363636365,0.23154948270839723,0.38,0.996,0.0355,0.91,0.115,0.22,0.6453900709219857,0.0465,0.8222298692360634,0.0,0.8,Sad,0.211833333,2
Wonderful Together (feat. Envy Monroe),Wonderful Together (feat. Envy Monroe),Blasterjaxx,3UaStdVN7y9A6ktTmkFDTk,6/14/2019,0.6022727272727273,0.39175651509627235,0.591,0.0484,0.759,1.23e-06,0.108,0.235,0.09008044171545529,0.0404,0.5966643725625144,0.45454545454545453,0.8,Happy,0.528333333,0
Wonderwall,(What's the Story) Morning Glory?,Oasis,79RUMZfMNMpqZnswovvTqv,10/2/1995,0.17045454545454544,0.4994588838539044,0.412,0.00214,0.844,0.0,0.134,0.459,0.13358560616878482,0.037,0.8004221151640285,0.18181818181818182,0.8,Happy,0.571666667,0
Woodland Heart,Woodland Heart,Ghost Of Summer,1z7GhYG0KqAmebdLfuoYho,8/30/2019,0.6022727272727273,0.3088606080949432,0.516,0.84,0.177,0.817,0.135,0.132,0.4872435622828311,0.0312,0.43585225969259006,0.2727272727272727,0.6,Sad,0.275,2
Words I Heard,Words I Heard,Julia Holter,12nUGGcjJgQYkGawzk0rJp,10/17/2018,0.20454545454545456,0.7697391646555666,0.124,0.228,0.347,0.00325,0.147,0.16,0.27112190013803605,0.0335,0.35268639596237666,0.09090909090909091,0.8,Sad,0.210333333,2
Worlds Collide - Edison Cole Remix,Worlds Collide (Remixes),NERVO,3JqpIjrQfmW68YkpxXWPL4,11/22/2019,0.625,0.37118638509335944,0.631,0.0149,0.862,6.23e-05,0.103,0.438,0.09791041934409063,0.0515,0.6653360862583161,0.7272727272727273,0.8,Happy,0.643666667,0
Would You Rather,Stranger in the Alps,Phoebe Bridgers,4ctEt5qumxA8RuzdeQagkk,9/22/2017,0.5568181818181818,0.3840477802663333,0.482,0.936,0.363,0.000109,0.104,0.261,0.2600314151078109,0.0309,0.622982335398027,0.9090909090909091,0.8,Sad,0.368666667,1
Wrong Way,Sublime Greatest Hits,Sublime,6uUqBB6wXrcIJWssTRfIYE,11/9/1999,0.011363636363636364,0.26305382417679934,0.663,0.0655,0.671,0.0,0.107,0.955,0.14524727497739062,0.0395,0.34160587290662997,0.8181818181818182,0.8,Happy,0.763,3
Yam Yam,Yam Yam,No Vacation,1j56M8iOGH48yuKqj64qGK,5/12/2017,0.0,0.4167616754730667,0.445,0.319,0.591,0.766,0.107,0.0774,0.21428911418915703,0.0316,0.632548749713237,0.6363636363636364,0.8,Sad,0.371133333,1
You Are Safe With Me,delta/alpha,Jef Martens,4t2XUVB63KvQWeAlAaaqAz,5/1/2020,0.3977272727272727,0.16614484164877413,0.392,0.99,0.039,0.949,0.1,0.389,0.6578847160740635,0.0312,0.4575866024317504,0.8181818181818182,0.8,Sad,0.273333333,2
You Can't Rely on My Love,You Can't Rely on My Love,Mordkey,6Nl2wvFyKjiyPKrhE4Rth1,5/4/2018,0.5909090909090909,0.3637747336377473,0.686,0.0534,0.775,9.39e-06,0.44,0.454,0.17247370174687038,0.185,0.5781738930947465,1.0,0.8,Happy,0.638333333,0
You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,32lF1rsInDTdK6Av3KdfaY,1/1/1998,0.011363636363636364,0.5802250503016168,0.621,0.17,0.901,0.0,0.0875,0.744,0.12842115283925937,0.0302,0.5229043358568479,0.18181818181818182,0.8,Happy,0.755333333,3
You Were Bored,You Were Bored,Loyal Lobos,5BIWF6L3DnPkcuEuZmLHDz,7/15/2020,0.4090909090909091,0.5075110007658578,0.291,0.781,0.419,0.00433,0.113,0.0613,0.24584701794469035,0.0305,0.527345721495756,0.5454545454545454,0.8,Sad,0.2571,2
"You're Gonna Go Far, Kid",21 Alt Rock Anthems,Various Artists,7oypoJJHZOALqQlGKpTefk,7/22/2014,0.0,0.344024476583464,0.547,0.00485,0.877,0.0,0.247,0.611,0.12220952924936931,0.0658,0.5784950676760725,0.8181818181818182,0.8,Happy,0.678333333,3
You're My Best Friend - Remastered 2011,Queen 40 Limited Edition Collector's Box Set,Queen,4vEXJ6NvEwS8ptynkNswaa,1/1/2011,0.6477272727272727,0.3294924697081059,0.518,0.158,0.761,0.00765,0.0715,0.576,0.167190251796849,0.0452,0.5447946776783666,0.0,0.8,Happy,0.618333333,0
Your Turn Now,Your Turn Now,Aaron Smith,6Ij1Soe86rp6D9YsxwCz9N,7/10/2020,0.5568181818181818,0.46202252046306425,0.634,0.819,0.193,0.0,0.113,0.159,0.22616497691465562,0.0277,0.4358981417756367,0.6363636363636364,0.8,Sad,0.328666667,2
Youth,The Wild Youth EP,Daughter,1JDMO4EVPHtm0xXhJb2IjR,2/29/2012,0.0,0.4854149425220835,0.588,0.61,0.477,0.00188,0.122,0.488,0.3024894093007759,0.0492,0.6900481761871988,0.8181818181818182,0.8,Happy,0.517666667,0
alpha waves,alpha waves,Eucalyptic,5ZCW5CDwhfXJGL2MzxGwhx,11/11/2019,0.6704545454545454,0.3957131254907181,0.561,0.795,0.314,0.876,0.115,0.0883,0.40432671712123375,0.0281,0.4401514108740537,0.36363636363636365,0.8,Sad,0.3211,2
blue,blue,Kamal.,7pt64sepCy5QmDrgy9wOJS,5/20/2020,0.6590909090909091,0.3559213153462854,0.725,0.668,0.258,2.63e-05,0.0955,0.173,0.33473749345518583,0.255,0.5867217251663226,1.0,0.6,Sad,0.385333333,1
coeur noir,coeur noir,Leo Nocta,0JsYp2UosjQpePYbHCvXWZ,7/17/2020,0.38636363636363635,0.5059677105096138,0.235,0.926,0.233,0.89,0.069,0.164,0.503903089152268,0.0712,0.3067951364991971,1.0,0.6,Sad,0.210666667,2
comethru,"summer,",Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,9/28/2018,0.8863636363636364,0.35035196663406465,0.795,0.607,0.178,0.0,0.623,0.608,0.28537769527345425,0.0574,0.43120899288827713,0.0,0.8,Happy,0.527,0
cry on airplanes,cry on airplanes,Julian,1elEZGOMFRU5n7bnOtUaqi,4/10/2020,0.45454545454545453,0.4359794973889458,0.763,0.548,0.372,0.000638,0.116,0.76,0.16826122138131278,0.0683,0.39004358797889427,0.45454545454545453,0.8,Happy,0.631666667,0
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,5/8/2020,0.7727272727272727,0.3559309609103869,0.535,0.771,0.359,0.0,0.111,0.488,0.22235708505878432,0.0607,0.707331956870842,0.18181818181818182,0.8,Happy,0.460666667,1
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,4/19/2018,1.0,0.3861794499327704,0.351,0.934,0.296,0.0,0.095,0.12,0.24058736731876815,0.0333,0.5289470061940813,0.36363636363636365,0.8,Sad,0.255666667,2
mellow,sleep escape,cloudcrush,1yJXNOEP2bq1N1691n37oS,5/20/2020,0.5454545454545454,0.27862948108794244,0.609,0.985,0.157,0.792,0.112,0.0698,0.37583892617449666,0.0322,0.5137233310392292,0.0,0.8,Sad,0.2786,2
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,6/12/2020,0.8522727272727273,0.3116211685407998,0.778,0.463,0.462,0.583,0.11,0.817,0.30294159645866053,0.0359,0.483826565726084,0.0,0.8,Happy,0.685666667,3
pass you by,the voicenotes,Alaina Castillo,4NVwMupCTfITPXetR5aozp,4/24/2020,0.6818181818181818,0.47445565258993044,0.51,0.892,0.355,0.0,0.133,0.453,0.1638107477747632,0.0287,0.6505895847671485,1.0,0.8,Sad,0.439333333,1
